query,feature,endpoint,method,sheet,subFeature,markedCorrect,score
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/short/zcliq/channels","GET","Third-Party Integrations","Zoho Cliq Integration",false,78
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/zanalytics/integration_info","GET","Third-Party Integrations","Zoho Analytics Integration",false,67
"Which API sets up a Zoho Cliq integration?","Third-Party Integrations","/app/api/integration/zia_zks","POST","Third-Party Integrations","Zoho Key Service Integration",false,67
"How do I configure Splunk On-Call as an integration?","Third-Party Integrations","/app/api/integration/victorops","POST","Third-Party Integrations","Splunk On-Call Integration",true,71
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/short/third_party_services","GET","Third-Party Integrations","Third-Party Integrations Listing",true,57
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/integration/webhooks","POST","Third-Party Integrations","Webhook Integration",false,53
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/integration/sdp","POST","Third-Party Integrations","SDP On-Premise Integration",false,53
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/integration/sdp","POST","Third-Party Integrations","SDP MSP Integration",false,53
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/integration/zia_byok/{id}","GET","Third-Party Integrations","BYOK Integration",false,53
"What endpoint lists all supported third-party integration providers?","Third-Party Integrations","/app/api/oauth2_providers","GET","Third-Party Integrations","OAuth2 Providers",false,53
"Which API connects to Amazon EventBridge?","Third-Party Integrations","/app/api/integration/event_bridge","POST","Third-Party Integrations","Amazon EventBridge Integration",true,47
"Which API connects to Amazon EventBridge?","Third-Party Integrations","/app/api/aws/add/event_bridge/{user_id}","GET","Third-Party Integrations","Amazon EventBridge Integration",false,41
"How do I set up an Azure OpenAI integration?","Third-Party Integrations","/app/api/integration/zia_azure","POST","Third-Party Integrations","Azure OpenAI Integration",true,83
"How do I set up an Azure OpenAI integration?","Third-Party Integrations","/app/api/integration/thirdparty_status/36","GET","Third-Party Integrations","Azure OpenAI Integration",false,71
"How do I set up an Azure OpenAI integration?","Third-Party Integrations","/app/api/integration/azure_workspace","POST","Third-Party Integrations","Azure Log Analytics Workspace Integration",false,66
"How do I set up an Azure OpenAI integration?","Third-Party Integrations","/app/api/integration/thirdparty_status/41","GET","Third-Party Integrations","Azure Log Analytics Workspace Integration",false,54
"What field maps ServiceNow CMDB attributes to Site24x7 fields?","Third-Party Integrations","/app/api/integration/cmdb_json_mapper","GET","Third-Party Integrations","ServiceNow CMDB Mapper",true,53
"What field maps ServiceNow CMDB attributes to Site24x7 fields?","Third-Party Integrations","/app/api/integration/cmdbMonitorTypes","GET","Third-Party Integrations","ServiceNow CMDB Config",false,46
"What field maps ServiceNow CMDB attributes to Site24x7 fields?","Third-Party Integrations","/app/api/integration/snow_cmdb_status","GET","Third-Party Integrations","ServiceNow CMDB Status",false,46
"What field maps ServiceNow CMDB attributes to Site24x7 fields?","Third-Party Integrations","/app/api/integration/sdpod_cmdb_json_mapper","GET","Third-Party Integrations","SDP On-Demand CMDB Mapper",false,36
"Which API configures a Jira Service Management integration?","Third-Party Integrations","/app/api/integration/jsmops","POST","Third-Party Integrations","Jira Service Management Integration",true,106
"Which API configures a Jira Service Management integration?","Third-Party Integrations","/app/api/integration/fresh_service","POST","Third-Party Integrations","Freshservice Integration",false,84
"Which API configures a Jira Service Management integration?","Third-Party Integrations","/app/api/integration/service_now","POST","Third-Party Integrations","ServiceNow Integration",false,79
"Which API configures a Jira Service Management integration?","Third-Party Integrations","/app/api/integration/zia_zks","POST","Third-Party Integrations","Zoho Key Service Integration",false,72
"Which API configures a Jira Service Management integration?","Third-Party Integrations","/app/api/integration/thirdparty_service/suspend/{id}","PUT","Third-Party Integrations","BYOK Integration",false,69
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-amazon.json","GET","Inventory","Monitor Inventory",true,56
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-arubacentral-switch.json","GET","Inventory","Monitor Inventory",false,56
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-dbricks_ws.json","GET","Inventory","Monitor Inventory",false,56
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-isp.json","GET","Inventory","Monitor Inventory",false,56
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-saas_application.json","GET","Inventory","Monitor Inventory",false,56
"How do I add a tag to a monitor?","Tags","/app/client/templates/monitors-form/add-ssl_cert.json","GET","Inventory","Monitor Inventory",false,56
"List all tags configured in the account","Tags","/app/api/tags","GET","Tags","Tag Listing",true,58
"List all tags configured in the account","Tags","/app/api/short/tags_list","GET","Inventory","Tag Management",false,45
"List all tags configured in the account","Tags","/app/api/client_data/account","GET","Tags","Account Context",false,44
"List all tags configured in the account","Tags","/app/api/account_settings","GET","Tags","Account Settings",false,44
"Which API creates a new tag?","Tags","/app/api/tags","POST","Tags","Tag Creation",true,69
"What field holds the tag's color?","Tags","/app/api/tags","POST","Tags","Tag Creation",true,48
"What field holds the tag's color?","Tags","/app/api/short/user_tags","GET","Inventory","Tag Management",false,46
"What field holds the tag's color?","Tags","/app/api/short/tags","GET","Automations","Tag Management",false,37
"What field holds the tag's color?","Tags","/app/api/short/tags","GET","Server Monitor","Tag Management",false,37
"How do I check which monitors are associated with a specific tag?","Tags","/app/api/resource_profile/associated_monitors","GET","Server Monitor","Resource Profile – Associated Monitors",true,65
"How do I check which monitors are associated with a specific tag?","Tags","/app/api/setting_profile/associated_monitors","GET","Server Monitor","Setting Profile – Associated Monitors",false,65
"How do I check which monitors are associated with a specific tag?","Tags","/app/api/associated_tags","GET","Automations","Tag Management",false,55
"How do I check which monitors are associated with a specific tag?","Tags","/app/api/template_associated_monitors","GET","Server Monitor","Server Templates – Associated",false,48
"How do I check which monitors are associated with a specific tag?","Tags","/app/api/tags/monitors","GET","Operations","Operations (Supporting lookup, used by multiple sub-features)",false,45
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/14","GET","Tags","Table Preferences",true,87
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/27","GET","User & Alert Management","Table Preferences",false,86
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/{table_id}","GET","Inventory","Table Preferences",false,80
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/22","GET","User & Alert Management","Table Preferences",false,72
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/23","GET","User & Alert Management","Table Preferences",false,72
"What endpoint retrieves saved table preferences for the Tags view?","Tags","/app/api/preferences/table/24","GET","User & Alert Management","Table Preferences",false,72
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/tracker","PUT","Tags","Tag Management",true,59
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/applog/short/logtag_rules/15698000407685844","GET","Operations","Alert Logs",false,55
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/tags","POST","Tags","Tag Creation",false,55
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/tags","GET","Tags","Tag Listing",false,50
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/integration/event_bridge","POST","Third-Party Integrations","Amazon EventBridge Integration",false,47
"Which API logs a change-tracking event for tag actions?","Tags","/app/api/applog/logtype_resources/name","GET","Operations","Alert Logs",false,44
"How do I delete an existing tag?","Tags","/app/api/tags","POST","Tags","Tag Creation",true,42
"How do I delete an existing tag?","Tags","/app/api/short/tags","GET","Inventory","Tag Management",false,29
"How do I delete an existing tag?","Tags","/app/api/short/tags_list","GET","Inventory","Tag Management",false,29
"How do I delete an existing tag?","Tags","/app/api/short/user_tags","GET","Inventory","Tag Management",false,29
"How do I delete an existing tag?","Tags","/app/api/reports/outage/{id}","PUT","Automations","Outage Reports",false,29
"What field distinguishes a tag's name from its value?","Tags","/app/api/tags","POST","Tags","Tag Creation",true,48
"What field distinguishes a tag's name from its value?","Tags","/app/api/short/user_tags","GET","Inventory","Tag Management",false,46
"What field distinguishes a tag's name from its value?","Tags","/app/api/applog/logtype_resources/name","GET","Operations","Alert Logs",false,42
"What field distinguishes a tag's name from its value?","Tags","/app/api/short/tags","GET","Automations","Tag Management",false,37
"What field distinguishes a tag's name from its value?","Tags","/app/api/short/tags","GET","Server Monitor","Tag Management",false,37
"Which API records when a tag is applied to a monitor?","Tags","/app/api/tags/monitors","GET","Operations","Operations (Supporting lookup, used by multiple sub-features)",true,64
"Which API records when a tag is applied to a monitor?","Tags","/app/api/tags","POST","Tags","Tag Creation",false,62
"Which API records when a tag is applied to a monitor?","Tags","/app/api/monitors/details_page/base/{id}","GET","Automations","Monitor Details",false,57
"Which API records when a tag is applied to a monitor?","Tags","/app/api/monitor_groups","GET","Server Monitor","Monitor Groups",false,57
"Which API records when a tag is applied to a monitor?","Tags","/app/api/network/pollers","GET","Inventory","Network Pollers",false,54
"Which API records when a tag is applied to a monitor?","Tags","/app/api/short/tags","GET","Server Monitor","Tag Management",false,51
"How do I list tags filtered by tag type?","Tags","/app/api/tags","GET","Tags","Tag Listing",true,88
"How do I list tags filtered by tag type?","Tags","/app/api/short/user_tags","GET","Inventory","Tag Management",false,71
"How do I list tags filtered by tag type?","Tags","/app/api/short/tags_list","GET","Inventory","Tag Management",false,67
"How do I list tags filtered by tag type?","Tags","/app/api/short/tags","GET","Automations","Tag Management",false,63
"How do I list tags filtered by tag type?","Tags","/app/api/short/tags","GET","Server Monitor","Tag Management",false,63
"What endpoint loads account context before rendering the Tags page?","Tags","/app/api/client_data/account","GET","Tags","Account Context",true,62
"What endpoint loads account context before rendering the Tags page?","Tags","/app/api/account_settings","GET","Tags","Account Settings",false,58
"What endpoint loads account context before rendering the Tags page?","Tags","/app/api/account_settings","GET","Downloads","Account Settings",false,51
"Which API checks session/user context for the Tags module?","Tags","/app/api/genai/module/monitorlist","GET","Zia Settings","AI Module – Monitor List",true,49
"Which API checks session/user context for the Tags module?","Tags","/app/api/client_data/account","GET","Tags","Account Context",false,46
"Which API checks session/user context for the Tags module?","Tags","/app/api/client_data/demo","GET","Tags","Bootstrap Data",false,42
"Which API checks session/user context for the Tags module?","Tags","/app/api/tags","GET","Tags","Tag Listing",false,40
"Which API checks session/user context for the Tags module?","Tags","/app/api/client_data/user","GET","Tags","User Context",false,39
"Which API checks session/user context for the Tags module?","Tags","/app/api/short/tags","GET","Operations","Operations (Supporting lookup, used by multiple sub-features)",false,38
"How do I retrieve the column order saved for the Tags table?","Tags","/app/api/preferences/table/14","GET","Tags","Table Preferences",true,65
"How do I retrieve the column order saved for the Tags table?","Tags","/app/api/preferences/table/27","GET","User & Alert Management","Table Preferences",false,59
"How do I retrieve the column order saved for the Tags table?","Tags","/app/api/preferences/table/{table_id}","GET","Inventory","Table Preferences",false,50
"What status code do tag creation requests return in the demo account?","Tags","/app/api/tags","POST","Tags","Tag Creation",true,67
"What status code do tag creation requests return in the demo account?","Tags","/app/api/short/current_status","GET","User & Alert Management","Monitor Status",false,59
"What status code do tag creation requests return in the demo account?","Tags","/app/api/short/current_status","GET","Automations","Monitor Status",false,59
"What status code do tag creation requests return in the demo account?","Tags","https://www.site24x7.com/app/api/short/current_status","GET","Configuration Profiles","General App Bootstrap (Not Section-Specific)",false,54
"What status code do tag creation requests return in the demo account?","Tags","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,52
"What status code do tag creation requests return in the demo account?","Tags","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,52
"How do I download the Java APM agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",true,124
"How do I download the Java APM agent?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,112
"How do I download the Java APM agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,95
"How do I download the Java APM agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,95
"How do I download the Java APM agent?","Downloads","https://www.site24x7.com/app/api/apminsight/default_agent_config_profile/JAVA","GET","Configuration Profiles","APM Agent Configuration",false,84
"How do I download the Java APM agent?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",false,83
"Which API records a .NET APM agent download event?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",true,127
"Which API records a .NET APM agent download event?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,112
"Which API records a .NET APM agent download event?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,110
"Which API records a .NET APM agent download event?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,110
"Which API records a .NET APM agent download event?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,95
"Which API records a .NET APM agent download event?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,95
"What endpoint downloads the Ruby APM monitoring agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",true,109
"What endpoint downloads the Ruby APM monitoring agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,92
"What endpoint downloads the Ruby APM monitoring agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,92
"What endpoint downloads the Ruby APM monitoring agent?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,84
"How do I check how many times an agent has been downloaded?","Downloads","https://www.site24x7.com/app/api/apminsight/agent_config_profile/{id}","GET","Configuration Profiles","APM Agent Configuration",true,36
"How do I check how many times an agent has been downloaded?","Downloads","https://www.site24x7.com/app/api/apminsight/default_agent_config_profile/JAVA","GET","Configuration Profiles","APM Agent Configuration",false,36
"How do I check how many times an agent has been downloaded?","Downloads","https://www.site24x7.com/app/api/apminsight/default_agent_config_profile/PYTHON","GET","Configuration Profiles","APM Agent Configuration",false,36
"How do I check how many times an agent has been downloaded?","Downloads","https://www.site24x7.com/app/api/short/apminsight/agent_config_profiles","GET","Configuration Profiles","APM Agent Configuration",false,36
"How do I check how many times an agent has been downloaded?","Downloads","https://www.site24x7.com/app/api/apminsight/agent_config_profile","POST","Configuration Profiles","APM Agent Configuration",false,34
"Which API initiates the Java APM agent download workflow?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",true,139
"Which API initiates the Java APM agent download workflow?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,124
"Which API initiates the Java APM agent download workflow?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",false,110
"Which API initiates the Java APM agent download workflow?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,110
"Which API initiates the Java APM agent download workflow?","Downloads","https://www.site24x7.com/app/api/apminsight/default_agent_config_profile/JAVA","GET","Configuration Profiles","APM Agent Configuration",false,97
"Which API initiates the Java APM agent download workflow?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,95
"What field tracks the download counter for an agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",true,66
"What field tracks the download counter for an agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,66
"What field tracks the download counter for an agent?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,66
"What field tracks the download counter for an agent?","Downloads","/app/api/download_count","PUT","Downloads","Download Counter",false,55
"What field tracks the download counter for an agent?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,54
"What field tracks the download counter for an agent?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",false,54
"How do I get the direct download link for the .NET APM agent installer?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",true,120
"How do I get the direct download link for the .NET APM agent installer?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",false,100
"How do I get the direct download link for the .NET APM agent installer?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,96
"How do I get the direct download link for the .NET APM agent installer?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,96
"How do I get the direct download link for the .NET APM agent installer?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,83
"How do I get the direct download link for the .NET APM agent installer?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,83
"Which API fetches account context before showing downloads?","Downloads","/app/api/client_data/account","GET","Downloads","Account Context",true,68
"Which API fetches account context before showing downloads?","Downloads","/app/api/account_settings","GET","My Account","Account Settings",false,63
"Which API fetches account context before showing downloads?","Downloads","/app/api/account_settings","GET","Downloads","Account Settings",false,57
"Which API fetches account context before showing downloads?","Downloads","/app/api/account_settings","PUT","My Account","Account Settings",false,56
"What endpoint loads dashboard preferences for the Downloads page?","Downloads","/app/api/short/dashboards/favourites","GET","Downloads","Dashboard Preferences",true,83
"What endpoint loads dashboard preferences for the Downloads page?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,54
"What endpoint loads dashboard preferences for the Downloads page?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,54
"What endpoint loads dashboard preferences for the Downloads page?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,54
"How do I download the Ruby APM agent gem package?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",true,138
"How do I download the Ruby APM agent gem package?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,112
"How do I download the Ruby APM agent gem package?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,102
"How do I download the Ruby APM agent gem package?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,95
"Which API checks user context before rendering the Downloads module?","Downloads","/app/api/client_data/user","GET","Downloads","User Context",true,68
"Which API checks user context before rendering the Downloads module?","Downloads","/app/api/short/users_list","GET","User & Alert Management","User Management",false,57
"What status code is returned when recording a Java agent download?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",true,95
"What status code is returned when recording a Java agent download?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,83
"What status code is returned when recording a Java agent download?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,66
"What status code is returned when recording a Java agent download?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,66
"What status code is returned when recording a Java agent download?","Downloads","https://www.site24x7.com/app/api/apminsight/default_agent_config_profile/JAVA","GET","Configuration Profiles","APM Agent Configuration",false,63
"How do I find the static download URL for the .NET agent MSI?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",true,121
"How do I find the static download URL for the .NET agent MSI?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",false,85
"How do I find the static download URL for the .NET agent MSI?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,85
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/app/api/client_data/demo","GET","Downloads","Bootstrap Data",true,57
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/sp/api/short/statuspages","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/sp/api/statuspages/15698000418173443","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/sp/api/statuspages/15698000418173443/components/summary_details/15698000425317040","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/sp/api/statuspages/15698000418173443/components/summary_details/15698000447030031","GET","Operations","Status Pages (StatusIQ)",false,55
"Which API loads bootstrap/demo metadata for the Downloads page?","Downloads","/sp/api/statuspages/15698000418173443/summary_details","GET","Operations","Status Pages (StatusIQ)",false,55
"What endpoint is used to track agent download counts account-wide?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-javaagent.zip","GET","Downloads","Java APM Agent Download",true,66
"What endpoint is used to track agent download counts account-wide?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/apminsight-dotnetagent.msi","GET","Downloads",".NET APM Agent Download",false,66
"What endpoint is used to track agent download counts account-wide?","Downloads","https://staticdownloads.site24x7.com/apminsight/agents/site24x7_apminsight.gem","GET","Downloads","Ruby APM Agent Download",false,66
"What endpoint is used to track agent download counts account-wide?","Downloads","/app/api/apminsight/download/JAVA","POST","Downloads","Java APM Agent Download",false,54
"What endpoint is used to track agent download counts account-wide?","Downloads","/app/api/apminsight/download/DOTNET","POST","Downloads",".NET APM Agent Download",false,54
"What endpoint is used to track agent download counts account-wide?","Downloads","/app/api/apminsight/download/RUBY","POST","Downloads","Ruby APM Agent Download",false,54
